user_id,username,login_date,game_genre,device,session_duration,score,in_game_purchase
213,user_213,2024-04-07,Strategy,Mobile,68,67.0,0.45
214,user_214,2024-05-18,Casual,Console,176,49.4,0.29
215,user_215,2024-05-23,Strategy,PC,192,58.3,0.56
216,user_216,2024-04-06,Sports,PC,50,93.5,4.4
217,user_217,2024-05-03,Casual,PC,48,72.7,3.93
218,user_218,2024-03-10,Sports,Console,150,66.8,1.33
219,user_219,2024-04-02,RPG,Console,201,77.4,5.08
220,user_220,2024-01-03,RPG,Mobile,20,82.5,8.58
221,user_221,2024-05-27,Action,Console,156,91.8,0.21
222,user_222,2024-06-12,Casual,Mobile,148,96.7,3.45
223,user_223,2024-05-26,Sports,Mobile,86,69.6,5.84
224,user_224,2024-03-30,Strategy,Console,136,55.1,1.45
225,user_225,2024-05-26,RPG,Mobile,55,68.8,1.84
226,user_226,2024-05-27,RPG,Console,54,78.9,4.75
227,user_227,2024-04-05,Strategy,Mobile,10,60.5,11.41
228,user_228,2024-02-21,Sports,Console,177,60.6,8.3
229,user_229,2024-06-09,Sports,Console,117,80.2,4.37
230,user_230,2024-06-16,Casual,Mobile,28,74.3,6.55
231,user_231,2024-05-07,Casual,PC,85,75.5,2.27
232,user_232,2024-02-08,Action,Mobile,81,63.6,5.12
233,user_233,2024-03-22,RPG,Console,209,71.5,3.14
234,user_234,2024-04-13,Casual,PC,198,61.1,1.05
235,user_235,2024-05-08,Sports,Mobile,118,88.4,6.05
236,user_236,2024-01-11,Strategy,Mobile,21,90.5,4.06
237,user_237,2024-06-26,Sports,Mobile,198,47.3,2.22
238,user_238,2024-05-30,RPG,PC,170,61.1,12.11
239,user_239,2024-06-07,Sports,Console,54,52.6,0.11
240,user_240,2024-02-11,Action,Mobile,99,65.2,1.9
241,user_241,2024-04-08,RPG,Mobile,112,73.7,0.29
242,user_242,2024-01-07,Strategy,Mobile,229,53.3,7.27
243,user_243,2024-05-23,Action,Mobile,206,61.2,6.06
244,user_244,2024-03-30,RPG,Mobile,17,59.9,2.01
245,user_245,2024-04-21,Strategy,Console,162,78.1,5.63
246,user_246,2024-02-29,Action,Console,100,76.0,2.52
247,user_247,2024-04-22,Action,Mobile,183,64.2,7.06
248,user_248,2024-01-02,RPG,PC,96,77.7,3.03
249,user_249,2024-05-08,Casual,Console,167,66.8,2.66
250,user_250,2024-02-17,Action,PC,184,70.9,13.65
251,user_251,2024-05-19,Action,Console,224,100.0,1.44
252,user_252,2024-02-06,Strategy,Mobile,186,95.1,0.64
253,user_253,2024-06-08,Sports,Console,184,55.5,4.39
254,user_254,2024-01-09,RPG,Mobile,93,87.4,17.42
255,user_255,2024-04-08,RPG,Console,91,87.2,2.37
256,user_256,2024-05-26,Casual,Mobile,155,57.8,0.32
257,user_257,2024-02-17,Casual,Mobile,203,87.3,2.07
258,user_258,2024-05-10,RPG,Mobile,77,98.1,3.53
259,user_259,2024-05-27,Casual,Mobile,231,58.2,0.88
260,user_260,2024-05-31,Strategy,PC,170,61.2,5.37
261,user_261,2024-02-23,RPG,Mobile,136,90.3,30.48
262,user_262,2024-04-29,Casual,PC,173,79.1,3.01
263,user_263,2024-06-09,RPG,PC,91,83.3,2.19
264,user_264,2024-05-31,Sports,Mobile,238,80.1,2.56
265,user_265,2024-04-25,Action,PC,156,80.9,0.61
266,user_266,2024-03-15,RPG,Console,165,55.1,10.74
267,user_267,2024-04-22,Action,Mobile,177,90.7,2.68
268,user_268,2024-06-12,Casual,PC,93,92.5,2.45
269,user_269,2024-06-14,Action,Mobile,122,71.6,5.39
270,user_270,2024-04-13,RPG,Mobile,234,74.3,2.92
271,user_271,2024-03-24,Sports,Mobile,85,52.0,5.22
272,user_272,2024-04-21,Casual,PC,131,82.7,0.32
273,user_273,2024-04-08,RPG,Console,152,83.6,8.4
274,user_274,2024-06-01,Casual,Console,50,74.1,14.11
275,user_275,2024-04-02,Strategy,PC,176,91.9,5.23
276,user_276,2024-05-25,Action,Mobile,11,70.0,15.46
277,user_277,2024-05-07,Strategy,PC,200,83.5,0.82
278,user_278,2024-04-19,RPG,PC,38,59.7,3.24
279,user_279,2024-03-22,Sports,PC,114,74.6,4.6
280,user_280,2024-02-23,Casual,Mobile,211,72.4,4.36
281,user_281,2024-06-11,Action,PC,203,78.4,2.57
282,user_282,2024-06-17,Casual,Mobile,60,69.5,2.06
283,user_283,2024-06-09,RPG,PC,84,73.0,0.68
284,user_284,2024-03-08,Casual,Console,214,87.4,2.49
285,user_285,2024-02-02,Action,PC,19,68.4,0.89
286,user_286,2024-05-21,RPG,PC,151,50.9,6.63
287,user_287,2024-01-21,Casual,Console,219,100.0,1.17
288,user_288,2024-02-17,Sports,Mobile,60,95.7,0.3
289,user_289,2024-05-27,RPG,Mobile,127,55.6,4.02
290,user_290,2024-05-07,RPG,PC,210,85.3,4.52
291,user_291,2024-05-15,Sports,Console,130,67.5,10.28
292,user_292,2024-05-14,Strategy,Mobile,48,79.0,4.3
293,user_293,2024-05-24,Action,PC,37,79.4,2.12
294,user_294,2024-05-07,Strategy,Console,12,71.5,8.12
295,user_295,2024-02-02,Casual,Mobile,93,63.2,3.89
296,user_296,2024-06-24,Sports,Mobile,207,64.6,0.41
297,user_297,2024-04-24,Strategy,Console,164,61.3,4.17
298,user_298,2024-04-28,RPG,Console,126,62.5,11.93
299,user_299,2024-01-22,Casual,Console,11,74.0,2.52
300,user_300,2024-06-06,Casual,Console,102,64.3,1.76
301,user_301,2024-02-07,Strategy,PC,175,85.2,0.77
302,user_302,2024-04-18,Strategy,Console,140,97.3,0.82
303,user_303,2024-02-20,Sports,Mobile,153,66.3,2.83
304,user_304,2024-01-08,Action,Mobile,103,78.6,4.53
305,user_305,2024-01-27,Strategy,PC,49,82.5,0.42
306,user_306,2024-01-27,Strategy,Mobile,11,82.1,14.03
307,user_307,2024-01-21,RPG,Mobile,90,76.1,7.04
308,user_308,2024-01-30,Casual,Console,178,86.1,4.42
309,user_309,2024-04-06,Action,Mobile,21,82.2,8.81
310,user_310,2024-01-28,RPG,PC,172,56.4,0.42
311,user_311,2024-04-20,Sports,Console,74,88.0,3.24
312,user_312,2024-03-01,Sports,Console,64,88.3,4.97
313,user_313,2024-02-17,Strategy,PC,54,63.6,8.82
314,user_314,2024-05-26,Strategy,Console,216,75.6,7.65
315,user_315,2024-01-04,Sports,Console,227,85.2,1.62
316,user_316,2024-02-04,Strategy,PC,110,71.9,14.14
317,user_317,2024-02-18,Action,Console,222,91.1,0.66
318,user_318,2024-01-17,Strategy,PC,71,100.0,10.4
319,user_319,2024-06-20,Casual,PC,58,63.2,17.69
320,user_320,2024-06-06,Strategy,Mobile,136,54.3,0.97
321,user_321,2024-02-15,RPG,Mobile,232,79.6,6.4
322,user_322,2024-04-26,Action,Console,162,85.8,0.21
323,user_323,2024-01-06,RPG,Console,32,71.5,2.6
324,user_324,2024-04-08,RPG,PC,161,96.8,3.63
325,user_325,2024-05-03,Casual,Console,47,54.9,4.35
326,user_326,2024-02-06,Action,PC,37,85.4,13.74
327,user_327,2024-01-24,Action,PC,30,65.9,5.58
328,user_328,2024-04-02,Action,Console,191,100.0,3.28
329,user_329,2024-02-15,Action,PC,116,100.0,8.3
330,user_330,2024-04-04,Action,Mobile,155,63.5,15.03
331,user_331,2024-04-08,Casual,Console,173,66.8,0.11
332,user_332,2024-04-25,Strategy,Mobile,108,87.9,20.23
333,user_333,2024-06-08,RPG,Console,182,69.2,0.45
334,user_334,2024-06-09,Action,PC,128,74.3,8.42
335,user_335,2024-03-07,Strategy,Console,82,75.4,1.64
336,user_336,2024-05-07,Strategy,Mobile,190,46.2,0.71
337,user_337,2024-01-18,RPG,PC,239,74.8,2.9
338,user_338,2024-01-25,Casual,Console,131,64.7,5.16
339,user_339,2024-02-23,Sports,Console,39,67.6,2.4
340,user_340,2024-02-27,Sports,Console,197,96.7,0.28
341,user_341,2024-03-07,Strategy,Mobile,117,56.2,4.57
342,user_342,2024-04-13,RPG,Mobile,107,87.2,11.63
343,user_343,2024-06-22,Sports,Console,41,70.8,2.42
344,user_344,2024-01-24,Strategy,PC,204,70.8,1.22
345,user_345,2024-04-23,Casual,PC,204,86.9,2.92
346,user_346,2024-02-01,Sports,Mobile,165,80.1,0.25
347,user_347,2024-06-23,Strategy,PC,181,83.6,8.59
348,user_348,2024-03-26,Strategy,Mobile,88,89.5,8.75
349,user_349,2024-05-30,Action,Console,50,70.0,4.43
350,user_350,2024-05-06,Casual,Mobile,72,65.8,2.18
351,user_351,2024-06-03,Action,Mobile,32,58.7,8.04
352,user_352,2024-05-09,RPG,Console,113,62.6,4.04
353,user_353,2024-01-17,Action,PC,84,100.0,8.74
354,user_354,2024-04-13,Action,Mobile,57,93.7,4.99
355,user_355,2024-06-09,Sports,Mobile,169,54.7,7.67
356,user_356,2024-05-16,Strategy,Console,66,55.2,4.56
357,user_357,2024-02-12,Casual,PC,127,82.2,2.67
358,user_358,2024-06-24,Action,Mobile,109,83.2,15.84
359,user_359,2024-02-08,Casual,Console,133,83.2,3.89
360,user_360,2024-06-18,Action,Mobile,170,71.2,4.65
361,user_361,2024-01-26,RPG,Console,161,73.1,1.25
362,user_362,2024-04-08,Action,PC,176,79.9,4.91
363,user_363,2024-02-19,Sports,PC,43,76.3,4.24
364,user_364,2024-06-01,Strategy,PC,193,41.7,1.02
365,user_365,2024-05-31,RPG,PC,165,71.6,0.31
366,user_366,2024-01-13,Action,Mobile,174,62.2,4.64
367,user_367,2024-02-29,Casual,Mobile,16,77.6,7.21
368,user_368,2024-05-14,RPG,PC,205,100.0,3.71
369,user_369,2024-02-26,RPG,PC,174,80.5,1.29
370,user_370,2024-02-05,Action,PC,65,70.3,5.49
371,user_371,2024-06-21,RPG,Mobile,74,88.8,0.42
372,user_372,2024-01-20,Casual,PC,202,82.2,2.92
373,user_373,2024-03-05,RPG,PC,56,81.3,0.89
374,user_374,2024-01-08,Casual,PC,157,84.1,1.02
375,user_375,2024-05-23,Action,Console,28,100.0,1.13
376,user_376,2024-05-21,Strategy,PC,166,58.0,2.44
377,user_377,2024-04-24,RPG,Console,211,82.1,0.26
378,user_378,2024-05-22,Strategy,Console,197,61.1,2.54
379,user_379,2024-04-01,Casual,PC,155,83.3,3.58
380,user_380,2024-04-07,RPG,Console,229,61.2,3.3
381,user_381,2024-03-06,Sports,PC,172,68.7,2.41
382,user_382,2024-02-01,Strategy,Mobile,180,70.6,9.14
383,user_383,2024-03-26,RPG,Mobile,232,89.6,0.79
384,user_384,2024-02-20,Strategy,Mobile,228,88.8,3.52
385,user_385,2024-06-01,RPG,Mobile,135,56.3,0.32
386,user_386,2024-03-03,Action,Console,148,75.8,0.37
387,user_387,2024-05-04,Strategy,PC,58,64.4,4.27
388,user_388,2024-05-29,Sports,PC,122,56.1,4.17
389,user_389,2024-02-27,Sports,PC,47,71.7,10.52
390,user_390,2024-02-27,Casual,Mobile,73,70.4,4.08
391,user_391,2024-03-26,RPG,Mobile,78,100.0,16.07
392,user_392,2024-02-18,Strategy,PC,145,81.5,0.25
393,user_393,2024-06-28,Casual,Mobile,171,54.3,0.52
394,user_394,2024-06-18,Strategy,PC,185,66.5,0.23
395,user_395,2024-03-10,RPG,PC,125,90.3,1.02
396,user_396,2024-01-15,Sports,PC,193,100.0,3.9
397,user_397,2024-02-23,Action,PC,213,51.2,5.19
398,user_398,2024-04-10,Sports,PC,239,46.8,0.23
399,user_399,2024-01-08,Casual,PC,74,100.0,14.59
400,user_400,2024-02-22,Action,PC,40,80.8,9.23
401,user_401,2024-02-29,Casual,Mobile,141,62.0,1.76
402,user_402,2024-04-17,RPG,PC,122,83.0,0.4
403,user_403,2024-01-05,Action,PC,118,35.5,0.93
404,user_404,2024-04-12,Casual,Mobile,187,75.1,0.68
405,user_405,2024-01-06,RPG,Mobile,78,79.9,0.66
406,user_406,2024-04-18,Sports,Mobile,167,88.9,3.65
407,user_407,2024-04-25,RPG,PC,129,59.8,1.41
408,user_408,2024-04-03,Strategy,Console,97,76.3,2.22
409,user_409,2024-02-16,RPG,Console,196,61.1,22.78
410,user_410,2024-04-08,RPG,Mobile,76,78.8,5.77
411,user_411,2024-02-24,Strategy,Console,84,61.6,14.88
412,user_412,2024-06-16,Casual,Mobile,54,68.9,0.77
413,user_413,2024-02-21,Casual,PC,13,60.1,2.41
414,user_414,2024-05-23,RPG,Console,163,84.8,4.05
415,user_415,2024-01-13,Strategy,PC,164,87.9,0.4
416,user_416,2024-04-23,Strategy,Console,183,71.5,0.02
417,user_417,2024-05-03,Sports,PC,116,75.6,5.55
418,user_418,2024-04-15,Casual,Console,201,53.3,5.13
419,user_419,2024-06-06,Action,PC,228,70.5,2.64
420,user_420,2024-05-26,Casual,PC,60,74.2,3.36
421,user_421,2024-05-24,Casual,Console,59,100.0,2.68
422,user_422,2024-04-29,Sports,PC,15,58.3,0.12
423,user_423,2024-03-03,Action,PC,68,97.0,2.04
424,user_424,2024-01-19,Sports,PC,134,90.0,0.97
425,user_425,2024-04-01,Action,Console,152,79.2,0.52
426,user_426,2024-02-27,RPG,Console,39,100.0,15.7
427,user_427,2024-03-30,Action,PC,179,80.6,4.57
428,user_428,2024-04-26,Sports,PC,238,80.8,6.52
429,user_429,2024-03-02,Casual,Console,131,74.2,1.89
430,user_430,2024-01-23,Action,Console,134,93.4,2.5
431,user_431,2024-05-06,Action,PC,46,91.4,1.35
432,user_432,2024-05-16,Strategy,PC,179,65.6,0.51
433,user_433,2024-05-19,Casual,PC,133,55.2,0.99
434,user_434,2024-05-08,RPG,Mobile,110,72.0,7.99
435,user_435,2024-02-27,Sports,Console,44,63.0,5.66
436,user_436,2024-05-01,RPG,Mobile,96,74.0,3.96
437,user_437,2024-01-01,Casual,Console,143,93.6,3.22
438,user_438,2024-02-03,Action,Console,205,68.1,12.78
439,user_439,2024-04-05,Action,Console,27,74.4,0.38
440,user_440,2024-05-05,Casual,Console,210,75.9,1.65
441,user_441,2024-04-27,Action,Console,122,87.7,2.15
442,user_442,2024-02-17,Action,Console,38,41.3,7.63
443,user_443,2024-03-29,Action,Console,86,65.9,24.47
444,user_444,2024-04-26,Sports,Mobile,68,78.2,1.38
445,user_445,2024-05-08,Sports,PC,184,93.0,10.37
446,user_446,2024-01-16,Strategy,PC,135,67.6,8.88
447,user_447,2024-03-09,RPG,Mobile,154,46.9,1.27
448,user_448,2024-01-22,Casual,Mobile,118,84.3,2.55
449,user_449,2024-04-02,Casual,Mobile,233,65.5,2.64
450,user_450,2024-03-16,Casual,Mobile,31,57.2,19.13
451,user_451,2024-06-02,Strategy,Console,77,65.6,1.0
452,user_452,2024-05-23,Sports,PC,78,72.2,8.03
453,user_453,2024-06-27,Strategy,Console,174,65.9,2.03
454,user_454,2024-03-26,Casual,PC,58,41.9,6.56
